Species;Period;Abundance;Region
Zonotrichia capensis;MODERN;48;TOCHE
Actitis macularius;HISTORICAL;2;HONDA
Adelomyia melanogenys;HISTORICAL;2;HONDA
Amazilia tzacatl;HISTORICAL;1;HONDA
Amazona ochrocephala;HISTORICAL;2;HONDA
Anthracothorax nigricollis;HISTORICAL;1;HONDA
Arremon aurantiirostris;HISTORICAL;1;HONDA
Arremonops conirostris;HISTORICAL;7;HONDA
Atalotriccus pilaris;HISTORICAL;2;HONDA
Automolus ochrolaemus;HISTORICAL;1;HONDA
Baryphthengus martii;HISTORICAL;2;HONDA
Brotogeris jugularis;HISTORICAL;3;HONDA
Butorides striata;HISTORICAL;1;HONDA
Campylorhynchus zonatus;HISTORICAL;2;HONDA
Cantorchilus leucotis;HISTORICAL;2;HONDA
Catharus minimus;HISTORICAL;1;HONDA
Cercomacra nigricans;HISTORICAL;5;HONDA
Chalybura buffonii;HISTORICAL;2;HONDA
Chlorestes julie;HISTORICAL;1;HONDA
Chlorophanes spiza;HISTORICAL;2;HONDA
Chrysuronia goudoti;HISTORICAL;1;HONDA
Coereba flaveola;HISTORICAL;4;HONDA
Colinus cristatus;HISTORICAL;18;HONDA
Colonia colonus;HISTORICAL;3;HONDA
Columbina passerina;HISTORICAL;2;HONDA
Conirostrum leucogenys;HISTORICAL;2;HONDA
Contopus cinereus;HISTORICAL;1;HONDA
Corapipo leucorrhoa;HISTORICAL;2;HONDA
Crotophaga major;HISTORICAL;1;HONDA
Cyanocorax affinis;HISTORICAL;2;HONDA
Cyclarhis gujanensis;HISTORICAL;2;HONDA
Dacnis lineata;HISTORICAL;1;HONDA
Dendrocincla fuliginosa;HISTORICAL;1;HONDA
Dendroplex picus;HISTORICAL;2;HONDA
Donacobius atricapilla;HISTORICAL;1;HONDA
Dryobates kirkii;HISTORICAL;3;HONDA
Dysithamnus mentalis;HISTORICAL;2;HONDA
Elaenia flavogaster;HISTORICAL;3;HONDA
Empidonax traillii;HISTORICAL;4;HONDA
Eucometis penicillata;HISTORICAL;2;HONDA
Euphonia concinna;HISTORICAL;1;HONDA
Euphonia laniirostris;HISTORICAL;5;HONDA
Falco sparverius;HISTORICAL;4;HONDA
Fluvicola pica;HISTORICAL;1;HONDA
Formicivora grisea;HISTORICAL;5;HONDA
Forpus conspicillatus;HISTORICAL;4;HONDA
Galbula ruficauda;HISTORICAL;5;HONDA
Geothlypis philadelphia;HISTORICAL;2;HONDA
Habia cristata;HISTORICAL;2;HONDA
Hafferia immaculata;HISTORICAL;5;HONDA
Heliomaster longirostris;HISTORICAL;1;HONDA
Hemitriccus margaritaceiventer;HISTORICAL;2;HONDA
Henicorhina leucosticta;HISTORICAL;1;HONDA
Icterus auricapillus;HISTORICAL;2;HONDA
Icterus chrysater;HISTORICAL;3;HONDA
Icterus mesomelas;HISTORICAL;1;HONDA
Lepidocolaptes souleyetii;HISTORICAL;3;HONDA
Manacus manacus;HISTORICAL;2;HONDA
Megaceryle torquata;HISTORICAL;1;HONDA
Melanerpes rubricapillus;HISTORICAL;6;HONDA
Melanospiza bicolor;HISTORICAL;3;HONDA
Milvago chimachima;HISTORICAL;1;HONDA
Mimus gilvus;HISTORICAL;1;HONDA
Mionectes oleagineus;HISTORICAL;1;HONDA
Mniotilta varia;HISTORICAL;2;HONDA
Momotus aequatorialis;HISTORICAL;1;HONDA
Momotus subrufescens;HISTORICAL;4;HONDA
Myiarchus apicalis;HISTORICAL;5;HONDA
Myiopagis viridicata;HISTORICAL;3;HONDA
Myiozetetes cayanensis;HISTORICAL;2;HONDA
Myrmeciza longipes;HISTORICAL;4;HONDA
Notharchus hyperrhynchus;HISTORICAL;2;HONDA
Nystalus radiatus;HISTORICAL;1;HONDA
Parkesia noveboracensis;HISTORICAL;1;HONDA
Phaeomyias murina;HISTORICAL;3;HONDA
Pheugopedius fasciatoventris;HISTORICAL;2;HONDA
Picumnus olivaceus;HISTORICAL;3;HONDA
Pionus tumultuosus;HISTORICAL;2;HONDA
Piranga rubra;HISTORICAL;4;HONDA
Pitangus sulphuratus;HISTORICAL;1;HONDA
Poecilotriccus sylvia;HISTORICAL;3;HONDA
Polioptila plumbea;HISTORICAL;2;HONDA
Psittacara wagleri;HISTORICAL;1;HONDA
Pyrocephalus rubinus;HISTORICAL;1;HONDA
Ramphocelus dimidiatus;HISTORICAL;1;HONDA
Saltator striatipectus;HISTORICAL;7;HONDA
Schiffornis stenorhyncha;HISTORICAL;1;HONDA
Setophaga castanea;HISTORICAL;1;HONDA
Setophaga fusca;HISTORICAL;1;HONDA
Setophaga petechia;HISTORICAL;3;HONDA
Setophaga ruticilla;HISTORICAL;3;HONDA
Spinus psaltria;HISTORICAL;2;HONDA
Sporophila crassirostris;HISTORICAL;1;HONDA
Sporophila funerea;HISTORICAL;1;HONDA
Sporophila minuta;HISTORICAL;1;HONDA
Sporophila schistacea;HISTORICAL;1;HONDA
Stilpnia cyanicollis;HISTORICAL;3;HONDA
Stilpnia vitriolina;HISTORICAL;4;HONDA
Streptoprocne zonaris;HISTORICAL;1;HONDA
Tangara gyrola;HISTORICAL;2;HONDA
Taraba major;HISTORICAL;2;HONDA
Thalurania colombica;HISTORICAL;1;HONDA
Thamnophilus atrinucha;HISTORICAL;3;HONDA
Thamnophilus doliatus;HISTORICAL;5;HONDA
Thraupis episcopus;HISTORICAL;3;HONDA
Tiaris olivaceus;HISTORICAL;1;HONDA
Todirostrum cinereum;HISTORICAL;2;HONDA
Troglodytes aedon;HISTORICAL;2;HONDA
Turdus ignobilis;HISTORICAL;4;HONDA
Turdus leucomelas;HISTORICAL;3;HONDA
Tyrannus melancholicus;HISTORICAL;1;HONDA
Volatinia jacarina;HISTORICAL;1;HONDA
Xiphorhynchus susurrans;HISTORICAL;2;HONDA
Zimmerius chrysops;HISTORICAL;1;HONDA
Amazilia tzacatl;MODERN;22;HONDA
Amazona amazonica;MODERN;1;HONDA
Amazona farinosa;MODERN;6;HONDA
Amazona ochrocephala;MODERN;32;HONDA
Aramides cajaneus;MODERN;2;HONDA
Ardea alba;MODERN;3;HONDA
Ardea cocoi;MODERN;2;HONDA
Arremon aurantiirostris;MODERN;27;HONDA
Arremonops conirostris;MODERN;8;HONDA
Atalotriccus pilaris;MODERN;11;HONDA
Automolus ochrolaemus;MODERN;1;HONDA
Basileuterus rufifrons;MODERN;29;HONDA
Brotogeris jugularis;MODERN;66;HONDA
Buteo nitidus;MODERN;10;HONDA
Buteo platypterus;MODERN;1;HONDA
Butorides striata;MODERN;5;HONDA
Campephilus melanoleucos;MODERN;1;HONDA
Camptostoma obsoletum;MODERN;3;HONDA
Campylorhamphus trochilirostris;MODERN;1;HONDA
Campylorhynchus zonatus;MODERN;7;HONDA
Cantorchilus leucotis;MODERN;5;HONDA
Cantorchilus nigricapillus;MODERN;3;HONDA
Capsiempis flaveola;MODERN;1;HONDA
Cardellina canadensis;MODERN;10;HONDA
Catharus minimus;MODERN;8;HONDA
Catharus ustulatus;MODERN;47;HONDA
Cercomacra nigricans;MODERN;8;HONDA
Cercomacroides tyrannina;MODERN;12;HONDA
Certhiaxis cinnamomeus;MODERN;10;HONDA
Chalybura buffonii;MODERN;12;HONDA
Chiroxiphia lanceolata;MODERN;7;HONDA
Chlorestes julie;MODERN;1;HONDA
Chloroceryle americana;MODERN;4;HONDA
Chlorophonia cyanocephala;MODERN;1;HONDA
Chlorostilbon gibsoni;MODERN;3;HONDA
Chrysolampis mosquitus;MODERN;2;HONDA
Chrysuronia goudoti;MODERN;8;HONDA
Ciccaba virgata;MODERN;1;HONDA
Claravis pretiosa;MODERN;6;HONDA
Clibanornis rubiginosus;MODERN;1;HONDA
Cnemotriccus fuscatus;MODERN;11;HONDA
Coccycua minuta;MODERN;1;HONDA
Coereba flaveola;MODERN;8;HONDA
Colaptes punctigula;MODERN;6;HONDA
Colinus cristatus;MODERN;2;HONDA
Colonia colonus;MODERN;1;HONDA
Columbina passerina;MODERN;6;HONDA
Columbina talpacoti;MODERN;62;HONDA
Conirostrum leucogenys;MODERN;5;HONDA
Contopus cinereus;MODERN;2;HONDA
Contopus virens;MODERN;2;HONDA
Coragyps atratus;MODERN;11;HONDA
Corapipo leucorrhoa;MODERN;1;HONDA
Coryphospingus pileatus;MODERN;10;HONDA
Crotophaga ani;MODERN;34;HONDA
Crotophaga major;MODERN;21;HONDA
Crotophaga sulcirostris;MODERN;3;HONDA
Crypturellus soui;MODERN;5;HONDA
Cyanocorax affinis;MODERN;37;HONDA
Cyanoloxia cyanoides;MODERN;2;HONDA
Cyclarhis gujanensis;MODERN;34;HONDA
Dendrocincla fuliginosa;MODERN;10;HONDA
Dendrocygna autumnalis;MODERN;17;HONDA
Dendroplex picus;MODERN;11;HONDA
Donacobius atricapilla;MODERN;7;HONDA
Dryobates kirkii;MODERN;3;HONDA
Dryocopus lineatus;MODERN;2;HONDA
Elaenia flavogaster;MODERN;45;HONDA
Empidonax virescens;MODERN;8;HONDA
Eucometis penicillata;MODERN;12;HONDA
Euphonia laniirostris;MODERN;35;HONDA
Euscarthmus meloryphus;MODERN;4;HONDA
Falco sparverius;MODERN;6;HONDA
Fluvicola pica;MODERN;3;HONDA
Formicivora grisea;MODERN;21;HONDA
Forpus conspicillatus;MODERN;20;HONDA
Furnarius leucopus;MODERN;2;HONDA
Galbula ruficauda;MODERN;16;HONDA
Geothlypis philadelphia;MODERN;5;HONDA
Geotrygon montana;MODERN;4;HONDA
Glaucis hirsutus;MODERN;2;HONDA
Habia gutturalis;MODERN;1;HONDA
Hemithraupis flavicollis;MODERN;1;HONDA
Hemitriccus margaritaceiventer;MODERN;6;HONDA
Henicorhina leucosticta;MODERN;19;HONDA
Herpetotheres cachinnans;MODERN;8;HONDA
Hylophilus flavipes;MODERN;91;HONDA
Hypnelus ruficollis;MODERN;7;HONDA
Icterus auricapillus;MODERN;1;HONDA
Icterus chrysater;MODERN;7;HONDA
Icterus galbula;MODERN;1;HONDA
Icterus nigrogularis;MODERN;9;HONDA
Jacana jacana;MODERN;15;HONDA
Laterallus albigularis;MODERN;5;HONDA
Legatus leucophaius;MODERN;10;HONDA
Leistes militaris;MODERN;5;HONDA
Lepidocolaptes souleyetii;MODERN;19;HONDA
Leptopogon amaurocephalus;MODERN;11;HONDA
Leptotila verreauxi;MODERN;52;HONDA
Loriotus luctuosus;MODERN;8;HONDA
Machaeropterus striolatus;MODERN;2;HONDA
Machetornis rixosa;MODERN;1;HONDA
Manacus manacus;MODERN;26;HONDA
Megaceryle torquata;MODERN;1;HONDA
Megarynchus pitangua;MODERN;11;HONDA
Megascops choliba;MODERN;1;HONDA
Melanerpes rubricapillus;MODERN;43;HONDA
Melanospiza bicolor;MODERN;4;HONDA
Microcerculus marginatus;MODERN;9;HONDA
Milvago chimachima;MODERN;25;HONDA
Mimus gilvus;MODERN;1;HONDA
Mionectes oleagineus;MODERN;25;HONDA
Molothrus bonariensis;MODERN;1;HONDA
Momotus aequatorialis;MODERN;1;HONDA
Momotus subrufescens;MODERN;1;HONDA
Myiarchus apicalis;MODERN;12;HONDA
Myiarchus crinitus;MODERN;1;HONDA
Myiarchus panamensis;MODERN;5;HONDA
Myiodynastes maculatus;MODERN;14;HONDA
Myiopagis gaimardii;MODERN;5;HONDA
Myiopagis viridicata;MODERN;14;HONDA
Myiophobus fasciatus;MODERN;1;HONDA
Myiothlypis fulvicauda;MODERN;8;HONDA
Myiozetetes cayanensis;MODERN;42;HONDA
Myiozetetes similis;MODERN;4;HONDA
Myrmeciza longipes;MODERN;23;HONDA
Notharchus tectus;MODERN;1;HONDA
Nyctibius griseus;MODERN;1;HONDA
Nyctidromus albicollis;MODERN;1;HONDA
Ortalis columbiana;MODERN;5;HONDA
Pachyramphus cinnamomeus;MODERN;2;HONDA
Pachysylvia semibrunnea;MODERN;2;HONDA
Parkesia noveboracensis;MODERN;1;HONDA
Patagioenas cayennensis;MODERN;20;HONDA
Phaeomyias murina;MODERN;7;HONDA
Phaethornis anthophilus;MODERN;15;HONDA
Phaethornis guy;MODERN;4;HONDA
Phaethornis striigularis;MODERN;3;HONDA
Pheugopedius fasciatoventris;MODERN;9;HONDA
Pheugopedius mystacalis;MODERN;2;HONDA
Pheugopedius sclateri;MODERN;5;HONDA
Phimosus infuscatus;MODERN;18;HONDA
Phyllomyias griseiceps;MODERN;2;HONDA
Phyllomyias plumbeiceps;MODERN;2;HONDA
Piaya cayana;MODERN;3;HONDA
Picumnus olivaceus;MODERN;9;HONDA
Pionus menstruus;MODERN;29;HONDA
Piranga rubra;MODERN;11;HONDA
Pitangus lictor;MODERN;1;HONDA
Pitangus sulphuratus;MODERN;33;HONDA
Platyrinchus mystaceus;MODERN;1;HONDA
Poecilotriccus sylvia;MODERN;6;HONDA
Polioptila plumbea;MODERN;35;HONDA
Polyerata amabilis;MODERN;1;HONDA
Ramphocaenus melanurus;MODERN;3;HONDA
Ramphocelus dimidiatus;MODERN;30;HONDA
Rupornis magnirostris;MODERN;9;HONDA
Saltator coerulescens;MODERN;2;HONDA
Saltator maximus;MODERN;9;HONDA
Saltator striatipectus;MODERN;26;HONDA
Setophaga castanea;MODERN;6;HONDA
Setophaga fusca;MODERN;8;HONDA
Setophaga petechia;MODERN;4;HONDA
Setophaga ruticilla;MODERN;1;HONDA
Sicalis flaveola;MODERN;24;HONDA
Sipia palliata;MODERN;3;HONDA
Sporophila crassirostris;MODERN;1;HONDA
Sporophila funerea;MODERN;4;HONDA
Sporophila intermedia;MODERN;18;HONDA
Sporophila minuta;MODERN;1;HONDA
Sporophila nigricollis;MODERN;8;HONDA
Sporophila schistacea;MODERN;1;HONDA
Stelgidopteryx ruficollis;MODERN;1;HONDA
Stilpnia cyanicollis;MODERN;8;HONDA
Stilpnia vitriolina;MODERN;12;HONDA
Synallaxis albescens;MODERN;7;HONDA
Syrigma sibilatrix;MODERN;1;HONDA
Tangara gyrola;MODERN;4;HONDA
Tangara inornata;MODERN;1;HONDA
Tapera naevia;MODERN;1;HONDA
Thamnophilus atrinucha;MODERN;33;HONDA
Thamnophilus doliatus;MODERN;32;HONDA
Thamnophilus multistriatus;MODERN;9;HONDA
Thraupis episcopus;MODERN;49;HONDA
Thraupis palmarum;MODERN;15;HONDA
Threnetes ruckeri;MODERN;3;HONDA
Tityra inquisitor;MODERN;2;HONDA
Todirostrum cinereum;MODERN;30;HONDA
Tolmomyias sulphurescens;MODERN;22;HONDA
Tringa solitaria;MODERN;2;HONDA
Troglodytes aedon;MODERN;48;HONDA
Turdus ignobilis;MODERN;26;HONDA
Turdus leucomelas;MODERN;28;HONDA
Tyrannulus elatus;MODERN;3;HONDA
Tyrannus melancholicus;MODERN;22;HONDA
Uranomitra franciae;MODERN;1;HONDA
Vanellus chilensis;MODERN;15;HONDA
Vireo leucophrys;MODERN;1;HONDA
Vireo olivaceus;MODERN;4;HONDA
Volatinia jacarina;MODERN;41;HONDA
Xenops minutus;MODERN;6;HONDA
Xiphorhynchus susurrans;MODERN;13;HONDA
Zenaida auriculata;MODERN;14;HONDA
Accipiter bicolor;HISTORICAL;1;FLORENCIA
Akletos melanoceps;HISTORICAL;11;FLORENCIA
Ammodramus aurifrons;HISTORICAL;11;FLORENCIA
Anabacerthia ruficaudata;HISTORICAL;2;FLORENCIA
Anabazenops dorsalis;HISTORICAL;3;FLORENCIA
Ancistrops strigilatus;HISTORICAL;3;FLORENCIA
Anurolimnas castaneiceps;HISTORICAL;3;FLORENCIA
Anurolimnas fasciatus;HISTORICAL;2;FLORENCIA
Ara ararauna;HISTORICAL;1;FLORENCIA
Ara severus;HISTORICAL;2;FLORENCIA
Ardea alba;HISTORICAL;1;FLORENCIA
Atticora fasciata;HISTORICAL;4;FLORENCIA
Automolus infuscatus;HISTORICAL;5;FLORENCIA
Automolus subulatus;HISTORICAL;1;FLORENCIA
Baryphthengus martii;HISTORICAL;5;FLORENCIA
Brachygalba lugubris;HISTORICAL;17;FLORENCIA
Bucco capensis;HISTORICAL;2;FLORENCIA
Bucco macrodactylus;HISTORICAL;4;FLORENCIA
Butorides striata;HISTORICAL;2;FLORENCIA
Cacicus cela;HISTORICAL;14;FLORENCIA
Cacicus haemorrhous;HISTORICAL;2;FLORENCIA
Campephilus melanoleucos;HISTORICAL;1;FLORENCIA
Campephilus rubricollis;HISTORICAL;1;FLORENCIA
Campylopterus largipennis;HISTORICAL;1;FLORENCIA
Campylorhamphus pusillus;HISTORICAL;1;FLORENCIA
Campylorhynchus turdinus;HISTORICAL;6;FLORENCIA
Capito auratus;HISTORICAL;3;FLORENCIA
Capito aurovirens;HISTORICAL;7;FLORENCIA
Cephalopterus ornatus;HISTORICAL;1;FLORENCIA
Ceratopipra erythrocephala;HISTORICAL;6;FLORENCIA
Cercomacra cinerascens;HISTORICAL;2;FLORENCIA
Cercomacroides tyrannina;HISTORICAL;3;FLORENCIA
Chamaeza nobilis;HISTORICAL;1;FLORENCIA
Charadrius collaris;HISTORICAL;2;FLORENCIA
Chionomesa fimbriata;HISTORICAL;1;FLORENCIA
Chiroxiphia pareola;HISTORICAL;2;FLORENCIA
Chloroceryle amazona;HISTORICAL;2;FLORENCIA
Chloroceryle americana;HISTORICAL;1;FLORENCIA
Chlorophanes spiza;HISTORICAL;4;FLORENCIA
Cissopis leverianus;HISTORICAL;16;FLORENCIA
Cnipodectes subbrunneus;HISTORICAL;2;FLORENCIA
Coccyzus americanus;HISTORICAL;2;FLORENCIA
Coccyzus melacoryphus;HISTORICAL;2;FLORENCIA
Colaptes punctigula;HISTORICAL;1;FLORENCIA
Conopophaga aurita;HISTORICAL;3;FLORENCIA
Crotophaga ani;HISTORICAL;2;FLORENCIA
Cryptopipo holochlora;HISTORICAL;1;FLORENCIA
Cyanocorax violaceus;HISTORICAL;7;FLORENCIA
Cymbilaimus lineatus;HISTORICAL;2;FLORENCIA
Cyphorhinus arada;HISTORICAL;3;FLORENCIA
Dacnis cayana;HISTORICAL;5;FLORENCIA
Dacnis lineata;HISTORICAL;5;FLORENCIA
Dendrocolaptes certhia;HISTORICAL;1;FLORENCIA
Dendrocolaptes picumnus;HISTORICAL;1;FLORENCIA
Dichrozona cincta;HISTORICAL;3;FLORENCIA
Dolichonyx oryzivorus;HISTORICAL;1;FLORENCIA
Donacobius atricapilla;HISTORICAL;10;FLORENCIA
Dryobates affinis;HISTORICAL;5;FLORENCIA
Elaenia gigas;HISTORICAL;1;FLORENCIA
Elaenia parvirostris;HISTORICAL;5;FLORENCIA
Elanoides forficatus;HISTORICAL;1;FLORENCIA
Epinecrophylla haematonota;HISTORICAL;1;FLORENCIA
Euphonia laniirostris;HISTORICAL;1;FLORENCIA
Euphonia xanthogaster;HISTORICAL;6;FLORENCIA
Falco rufigularis;HISTORICAL;3;FLORENCIA
Formicarius analis;HISTORICAL;3;FLORENCIA
Formicarius colma;HISTORICAL;4;FLORENCIA
Forpus modestus;HISTORICAL;3;FLORENCIA
Galbalcyrhynchus leucotis;HISTORICAL;8;FLORENCIA
Galbula albirostris;HISTORICAL;5;FLORENCIA
Galbula tombacea;HISTORICAL;4;FLORENCIA
Glaucidium brasilianum;HISTORICAL;1;FLORENCIA
Glaucis hirsutus;HISTORICAL;2;FLORENCIA
Glyphorynchus spirurus;HISTORICAL;9;FLORENCIA
Hemithraupis guira;HISTORICAL;1;FLORENCIA
Hemitriccus zosterops;HISTORICAL;2;FLORENCIA
Henicorhina leucosticta;HISTORICAL;9;FLORENCIA
Hydropsalis climacocerca;HISTORICAL;5;FLORENCIA
Hylophylax naevius;HISTORICAL;12;FLORENCIA
Hypocnemis flavescens;HISTORICAL;12;FLORENCIA
Hypocnemis hypoxantha;HISTORICAL;2;FLORENCIA
Ibycter americanus;HISTORICAL;3;FLORENCIA
Isleria hauxwelli;HISTORICAL;1;FLORENCIA
Ixothraupis xanthogastra;HISTORICAL;3;FLORENCIA
Jacana jacana;HISTORICAL;3;FLORENCIA
Laterallus melanophaius;HISTORICAL;1;FLORENCIA
Lepidothrix coronata;HISTORICAL;36;FLORENCIA
Leptotila rufaxilla;HISTORICAL;5;FLORENCIA
Lipaugus vociferans;HISTORICAL;5;FLORENCIA
Lophotriccus vitiosus;HISTORICAL;1;FLORENCIA
Loriotus cristatus;HISTORICAL;2;FLORENCIA
Loriotus luctuosus;HISTORICAL;1;FLORENCIA
Machaeropterus striolatus;HISTORICAL;6;FLORENCIA
Malacoptila fusca;HISTORICAL;2;FLORENCIA
Megascops watsonii;HISTORICAL;2;FLORENCIA
Melanerpes cruentatus;HISTORICAL;16;FLORENCIA
Microbates collaris;HISTORICAL;1;FLORENCIA
Microcerculus marginatus;HISTORICAL;3;FLORENCIA
Microrhopias quixensis;HISTORICAL;1;FLORENCIA
Mionectes oleagineus;HISTORICAL;2;FLORENCIA
Molothrus bonariensis;HISTORICAL;1;FLORENCIA
Momotus momota;HISTORICAL;11;FLORENCIA
Monasa flavirostris;HISTORICAL;7;FLORENCIA
Monasa morphoeus;HISTORICAL;13;FLORENCIA
Monasa nigrifrons;HISTORICAL;6;FLORENCIA
Myiarchus ferox;HISTORICAL;3;FLORENCIA
Myiarchus swainsoni;HISTORICAL;1;FLORENCIA
Myiobius barbatus;HISTORICAL;6;FLORENCIA
Myiozetetes granadensis;HISTORICAL;2;FLORENCIA
Myiozetetes similis;HISTORICAL;1;FLORENCIA
Myrmelastes leucostigma;HISTORICAL;4;FLORENCIA
Myrmoborus leucophrys;HISTORICAL;5;FLORENCIA
Myrmoborus myotherinus;HISTORICAL;10;FLORENCIA
Myrmothera campanisona;HISTORICAL;4;FLORENCIA
Myrmothera fulviventris;HISTORICAL;1;FLORENCIA
Myrmotherula axillaris;HISTORICAL;10;FLORENCIA
Myrmotherula brachyura;HISTORICAL;2;FLORENCIA
Myrmotherula menetriesii;HISTORICAL;1;FLORENCIA
Nycticorax nycticorax;HISTORICAL;1;FLORENCIA
Ochthornis littoralis;HISTORICAL;2;FLORENCIA
Odontophorus gujanensis;HISTORICAL;1;FLORENCIA
Pachyramphus castaneus;HISTORICAL;1;FLORENCIA
Pachyramphus minor;HISTORICAL;3;FLORENCIA
Pachyramphus polychopterus;HISTORICAL;3;FLORENCIA
Paroaria gularis;HISTORICAL;6;FLORENCIA
Patagioenas subvinacea;HISTORICAL;1;FLORENCIA
Phaethornis bourcieri;HISTORICAL;4;FLORENCIA
Pharomachrus pavoninus;HISTORICAL;1;FLORENCIA
Philydor pyrrhodes;HISTORICAL;1;FLORENCIA
Piaya cayana;HISTORICAL;1;FLORENCIA
Pionites melanocephalus;HISTORICAL;2;FLORENCIA
Pipile cumanensis;HISTORICAL;1;FLORENCIA
Pipra filicauda;HISTORICAL;3;FLORENCIA
Platyrinchus coronatus;HISTORICAL;2;FLORENCIA
Plegadis falcinellus;HISTORICAL;1;FLORENCIA
Poecilotriccus latirostris;HISTORICAL;1;FLORENCIA
Progne chalybea;HISTORICAL;2;FLORENCIA
Psarocolius angustifrons;HISTORICAL;3;FLORENCIA
Psarocolius bifasciatus;HISTORICAL;2;FLORENCIA
Psarocolius decumanus;HISTORICAL;3;FLORENCIA
Psophia crepitans;HISTORICAL;1;FLORENCIA
Pteroglossus azara;HISTORICAL;4;FLORENCIA
Pteroglossus inscriptus;HISTORICAL;2;FLORENCIA
Pteroglossus pluricinctus;HISTORICAL;3;FLORENCIA
Pyrocephalus rubinus;HISTORICAL;1;FLORENCIA
Querula purpurata;HISTORICAL;6;FLORENCIA
Ramphastos tucanus;HISTORICAL;6;FLORENCIA
Ramphocelus carbo;HISTORICAL;12;FLORENCIA
Ramphocelus nigrogularis;HISTORICAL;5;FLORENCIA
Rhynchocyclus olivaceus;HISTORICAL;4;FLORENCIA
Rhytipterna simplex;HISTORICAL;1;FLORENCIA
Rupornis magnirostris;HISTORICAL;2;FLORENCIA
Saltator coerulescens;HISTORICAL;4;FLORENCIA
Saltator maximus;HISTORICAL;5;FLORENCIA
Sclerurus caudacutus;HISTORICAL;5;FLORENCIA
Selenidera reinwardtii;HISTORICAL;4;FLORENCIA
Sporophila castaneiventris;HISTORICAL;1;FLORENCIA
Sporophila murallae;HISTORICAL;1;FLORENCIA
Sporophila nigricollis;HISTORICAL;1;FLORENCIA
Stelgidopteryx ruficollis;HISTORICAL;1;FLORENCIA
Stilpnia nigrocincta;HISTORICAL;1;FLORENCIA
Synallaxis rutilans;HISTORICAL;3;FLORENCIA
Tachycineta albiventer;HISTORICAL;13;FLORENCIA
Tachyphonus surinamus;HISTORICAL;3;FLORENCIA
Tangara chilensis;HISTORICAL;1;FLORENCIA
Tangara mexicana;HISTORICAL;2;FLORENCIA
Tangara schrankii;HISTORICAL;1;FLORENCIA
Thalurania furcata;HISTORICAL;2;FLORENCIA
Thamnomanes ardesiacus;HISTORICAL;8;FLORENCIA
Thamnomanes caesius;HISTORICAL;6;FLORENCIA
Thamnophilus schistaceus;HISTORICAL;4;FLORENCIA
Thraupis episcopus;HISTORICAL;7;FLORENCIA
Thraupis palmarum;HISTORICAL;5;FLORENCIA
Tityra cayana;HISTORICAL;2;FLORENCIA
Tityra inquisitor;HISTORICAL;2;FLORENCIA
Tolmomyias assimilis;HISTORICAL;1;FLORENCIA
Tolmomyias poliocephalus;HISTORICAL;4;FLORENCIA
Trogon curucui;HISTORICAL;3;FLORENCIA
Trogon melanurus;HISTORICAL;2;FLORENCIA
Trogon ramonianus;HISTORICAL;1;FLORENCIA
Trogon rufus;HISTORICAL;3;FLORENCIA
Trogon viridis;HISTORICAL;4;FLORENCIA
Turdus albicollis;HISTORICAL;4;FLORENCIA
Turdus ignobilis;HISTORICAL;6;FLORENCIA
Tyrannulus elatus;HISTORICAL;1;FLORENCIA
Tyrannus melancholicus;HISTORICAL;1;FLORENCIA
Willisornis poecilinotus;HISTORICAL;3;FLORENCIA
Xiphorhynchus elegans;HISTORICAL;1;FLORENCIA
Xiphorhynchus guttatus;HISTORICAL;1;FLORENCIA
Actitis macularius;MODERN;1;FLORENCIA
Amazona amazonica;MODERN;4;FLORENCIA
Ammodramus aurifrons;MODERN;47;FLORENCIA
Anhima cornuta;MODERN;6;FLORENCIA
Anthracothorax nigricollis;MODERN;1;FLORENCIA
Ara severus;MODERN;15;FLORENCIA
Arremonops conirostris;MODERN;11;FLORENCIA
Atticora fasciata;MODERN;29;FLORENCIA
Attila cinnamomeus;MODERN;7;FLORENCIA
Attila spadiceus;MODERN;25;FLORENCIA
Baryphthengus martii;MODERN;1;FLORENCIA
Berlepschia rikeri;MODERN;1;FLORENCIA
Bubulcus ibis;MODERN;2;FLORENCIA
Buteo nitidus;MODERN;3;FLORENCIA
Butorides striata;MODERN;5;FLORENCIA
Cacicus cela;MODERN;28;FLORENCIA
Cacicus solitarius;MODERN;4;FLORENCIA
Campephilus melanoleucos;MODERN;2;FLORENCIA
Camptostoma obsoletum;MODERN;8;FLORENCIA
Cantorchilus leucotis;MODERN;38;FLORENCIA
Capito auratus;MODERN;24;FLORENCIA
Capito aurovirens;MODERN;5;FLORENCIA
Caracara plancus;MODERN;2;FLORENCIA
Cathartes aura;MODERN;3;FLORENCIA
Celeus elegans;MODERN;2;FLORENCIA
Celeus grammicus;MODERN;2;FLORENCIA
Chaetura brachyura;MODERN;1;FLORENCIA
Charadrius collaris;MODERN;3;FLORENCIA
Chionomesa fimbriata;MODERN;15;FLORENCIA
Chlorestes notata;MODERN;1;FLORENCIA
Chloroceryle aenea;MODERN;2;FLORENCIA
Chloroceryle amazona;MODERN;2;FLORENCIA
Chloroceryle americana;MODERN;4;FLORENCIA
Chlorophanes spiza;MODERN;5;FLORENCIA
Chrysuronia oenone;MODERN;11;FLORENCIA
Coccycua minuta;MODERN;1;FLORENCIA
Coccyzus melacoryphus;MODERN;4;FLORENCIA
Colaptes punctigula;MODERN;2;FLORENCIA
